Status,Features,"Part number # indicates the package specification code.","L size","W size","T size","Size code inch (mm)",Inductance,"Inductance Tolerance","Rated Current (Itemp)","Rated Current (Isat)","Rdc (max.)","SRF (min.)",Series
"In Production","General	125℃	WoundNonmag",LQW2BAN20NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",20nH,±2%,2200mA,,0.05Ω,2960MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN20NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",20nH,±5%,2200mA,,0.05Ω,2960MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN22NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",22nH,±2%,1900mA,,0.07Ω,1850MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN22NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",22nH,±5%,1900mA,,0.07Ω,1850MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN24NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",24nH,±2%,1400mA,,0.15Ω,1970MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN24NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",24nH,±5%,1400mA,,0.15Ω,1970MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN27NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",27nH,±2%,2000mA,,0.07Ω,2750MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN27NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",27nH,±5%,2000mA,,0.07Ω,2750MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN30NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",30nH,±2%,2000mA,,0.08Ω,2000MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN30NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",30nH,±5%,2000mA,,0.08Ω,2000MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN33NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",33nH,±2%,1500mA,,0.12Ω,1900MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN33NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",33nH,±5%,1500mA,,0.12Ω,1900MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN36NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",36nH,±2%,1900mA,,0.08Ω,1900MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN36NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",36nH,±5%,1900mA,,0.08Ω,1900MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN39NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",39nH,±2%,1900mA,,0.08Ω,1900MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN39NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",39nH,±5%,1900mA,,0.08Ω,1900MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN3N2J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",3.2nH,±5%,3800mA,,0.02Ω,13800MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN3N6J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",3.6nH,±5%,2000mA,,0.05Ω,11800MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN43NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",43nH,±2%,1550mA,,0.12Ω,1720MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN43NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",43nH,±5%,1550mA,,0.12Ω,1720MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN47NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",47nH,±2%,1250mA,,0.20Ω,1500MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN47NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",47nH,±5%,1250mA,,0.20Ω,1500MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN51NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",51nH,±2%,1800mA,,0.11Ω,1100MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN51NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",51nH,±5%,1800mA,,0.11Ω,1100MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN56NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",56nH,±2%,1250mA,,0.18Ω,1600MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN56NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",56nH,±5%,1250mA,,0.18Ω,1600MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN62NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",62nH,±2%,1650mA,,0.12Ω,1470MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN62NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",62nH,±5%,1650mA,,0.12Ω,1470MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN68NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",68nH,±2%,1250mA,,0.2Ω,1470MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN68NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",68nH,±5%,1250mA,,0.2Ω,1470MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN6N8J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",6.8nH,±5%,3000mA,,0.03Ω,6200MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN75NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",75nH,±2%,1100mA,,0.28Ω,1450MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN75NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",75nH,±5%,1100mA,,0.28Ω,1450MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN7N5J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",7.5nH,±5%,2400mA,,0.04Ω,3900MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN82NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",82nH,±2%,1200mA,,0.24Ω,1330MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN82NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",82nH,±5%,1200mA,,0.24Ω,1330MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN8N2G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",8.2nH,±2%,1500mA,,0.09Ω,3200MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN8N2J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",8.2nH,±5%,1500mA,,0.09Ω,3200MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN91NG00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",91nH,±2%,1300mA,,0.21Ω,1140MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BAN91NJ00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",91nH,±5%,1300mA,,0.21Ω,1140MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR10G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",100nH,±2%,1050mA,,0.35Ω,1200MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR10J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",100nH,±5%,1050mA,,0.35Ω,1200MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR11G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",110nH,±2%,970mA,,0.38Ω,1200MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR11J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",110nH,±5%,970mA,,0.38Ω,1200MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR12G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",120nH,±2%,970mA,,0.38Ω,1200MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR12J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",120nH,±5%,970mA,,0.38Ω,1200MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR13G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",130nH,±2%,950mA,,0.42Ω,1000MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR13J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",130nH,±5%,950mA,,0.42Ω,1000MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR15G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",150nH,±2%,930mA,,0.46Ω,920MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR15J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",150nH,±5%,930mA,,0.46Ω,920MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR16G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",160nH,±2%,930mA,,0.46Ω,920MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR16J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",160nH,±5%,930mA,,0.46Ω,920MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR18G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",180nH,±2%,800mA,,0.58Ω,920MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR18J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",180nH,±5%,800mA,,0.58Ω,920MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR20G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",200nH,±2%,750mA,,0.63Ω,920MHz,LQW2BAN_00
"In Production","General	125℃	WoundNonmag",LQW2BANR20J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",200nH,±5%,750mA,,0.63Ω,920MHz,LQW2BAN_00
