Status,Features,"Part number # indicates the package specification code.","L size","W size","T size","Size code inch (mm)",Inductance,"Inductance Tolerance","Rated Current (Itemp)","Rated Current (Isat)","Rdc (max.)","SRF (min.)",Series
"In Production","General	125℃	WoundNonmag",LQW2BASR22G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",220nH,±2%,400mA,,0.70Ω,820MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR22J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",220nH,±5%,400mA,,0.70Ω,820MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR24G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",240nH,±2%,350mA,,1.00Ω,770MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR24J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",240nH,±5%,350mA,,1.00Ω,770MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR27G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",270nH,±2%,350mA,,1.00Ω,730MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR27J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",270nH,±5%,350mA,,1.00Ω,730MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR33G00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",330nH,±2%,310mA,,1.40Ω,650MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR33J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",330nH,±5%,310mA,,1.40Ω,650MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR39J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",390nH,±5%,290mA,,1.50Ω,600MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR47J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",470nH,±5%,250mA,,1.76Ω,300MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR56J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",560nH,±5%,230mA,,1.90Ω,270MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR68J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",680nH,±5%,190mA,,2.20Ω,250MHz,LQW2BAS_00
"In Production","General	125℃	WoundNonmag",LQW2BASR82J00#,"2.09 ±0.2mm","1.53 ±0.2mm","1.42 ±0.1mm","0805 (2015)",820nH,±5%,180mA,,2.35Ω,230MHz,LQW2BAS_00
