Status,Features,"Part number # indicates the package specification code.","L size","W size","T size","Size code inch (mm)",Inductance,"Inductance Tolerance","Rated Current (Itemp)","Rated Current (Isat)","Rdc (max.)","SRF (min.)",Series
"In Production","General	85℃	WoundNonmag",LQW2BHNR18G03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",180nH,±2%,250mA,,0.71Ω,700MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR18J03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",180nH,±5%,250mA,,0.71Ω,700MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR22G03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",220nH,±2%,240mA,,0.70Ω,500MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR22J03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",220nH,±5%,240mA,,0.70Ω,500MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR27J03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",270nH,±5%,190mA,,2.00Ω,550MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR27K03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",270nH,±10%,190mA,,2.00Ω,550MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR33J03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",330nH,±5%,180mA,,2.20Ω,500MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR33K03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",330nH,±10%,180mA,,2.20Ω,500MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR39J03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",390nH,±5%,170mA,,2.50Ω,400MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR39K03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",390nH,±10%,170mA,,2.50Ω,400MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR47J03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",470nH,±5%,160mA,,2.80Ω,350MHz,LQW2BHN_03
"In Production","General	85℃	WoundNonmag",LQW2BHNR47K03#,"2.0 ±0.2mm","1.5 ±0.2mm","1.7 +0.08/-0.1mm","0805 (2015)",470nH,±10%,160mA,,2.80Ω,350MHz,LQW2BHN_03
