Status,Features,"Part number # indicates the package specification code.","L size","W size","T size","Size code inch (mm)",Inductance,"Inductance Tolerance","Rated Current (Itemp)","Rated Current (Isat)","Rdc (max.)","SRF (min.)",Series
"In Production","General	85℃	WoundNonmag",LQW18AS56NG0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",56nH,±2%,600mA,,0.31Ω,1900MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18AS56NJ0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",56nH,±5%,600mA,,0.31Ω,1900MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18AS68NG0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",68nH,±2%,600mA,,0.34Ω,1700MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18AS68NJ0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",68nH,±5%,600mA,,0.34Ω,1700MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18AS82NG0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",82nH,±2%,400mA,,0.54Ω,1700MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18AS82NJ0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",82nH,±5%,400mA,,0.54Ω,1700MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18AS8N2G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",8.2nH,±2%,700mA,,0.115Ω,4200MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18AS8N2J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",8.2nH,±5%,700mA,,0.115Ω,4200MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR10G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",100nH,±2%,400mA,,0.58Ω,1400MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR10J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",100nH,±5%,400mA,,0.58Ω,1400MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR12G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",120nH,±2%,300mA,,0.65Ω,1300MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR12J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",120nH,±5%,300mA,,0.65Ω,1300MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR15G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",150nH,±2%,280mA,,0.92Ω,990MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR15J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",150nH,±5%,280mA,,0.92Ω,990MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR18G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",180nH,±2%,240mA,,1.4Ω,990MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR18J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",180nH,±5%,240mA,,1.4Ω,990MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR22G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",220nH,±2%,200mA,,2.1Ω,900MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR22J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",220nH,±5%,200mA,,2.1Ω,900MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR27G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",270nH,±2%,130mA,,2.5Ω,900MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR27J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",270nH,±5%,130mA,,2.5Ω,900MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR33G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",330nH,±2%,100mA,,3.89Ω,900MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR33J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",330nH,±5%,100mA,,3.89Ω,900MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR39G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",390nH,±2%,100mA,,4.35Ω,900MHz,LQW18AS_0C
"In Production","General	85℃	WoundNonmag",LQW18ASR39J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",390nH,±5%,100mA,,4.35Ω,900MHz,LQW18AS_0C
"In Production	NEW","General	85℃	WoundNonmag",LQW18AS1N6J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",1.6nH,±5%,700mA,,0.03Ω,12500MHz,LQW18AS_0C
"In Production	NEW","General	85℃	WoundNonmag",LQW18AS3N3G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",3.3nH,±2%,700mA,,0.045Ω,5900MHz,LQW18AS_0C
"In Production	NEW","General	85℃	WoundNonmag",LQW18AS47NG0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",47nH,±2%,600mA,,0.28Ω,2000MHz,LQW18AS_0C
"In Production	NEW","General	85℃	WoundNonmag",LQW18AS5N6G0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",5.6nH,±2%,700mA,,0.075Ω,4760MHz,LQW18AS_0C
"In Production	NEW","General	85℃	WoundNonmag",LQW18AS5N6J0C#,"1.6 ±0.2mm","0.8 ±0.3mm","0.8 ±0.2mm","0603 (1608)",5.6nH,±5%,700mA,,0.075Ω,4760MHz,LQW18AS_0C
