Status,Features,"Part number # indicates the package specification code.","L size","W size","T size","Size code inch (mm)",Inductance,"Inductance Tolerance","Rated Current (Itemp)","Rated Current (Isat)","Rdc (max.)","SRF (min.)",Series
"In Production","General	125℃	WoundNonmag",LQW2UAS22NF00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",22nH,±1%,1000mA,,0.12Ω,2400MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS22NG00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",22nH,±2%,1000mA,,0.12Ω,2400MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS22NJ00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",22nH,±5%,1000mA,,0.12Ω,2400MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS27NG00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",27nH,±2%,1000mA,,0.13Ω,1600MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS27NJ00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",27nH,±5%,1000mA,,0.13Ω,1600MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS2R2J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",2200nH,±5%,280mA,,2.8Ω,130MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS2R7J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",2700nH,±5%,290mA,,3.2Ω,110MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS33NF00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",33nH,±1%,1000mA,,0.14Ω,1600MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS33NG00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",33nH,±2%,1000mA,,0.14Ω,1600MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS33NJ00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",33nH,±5%,1000mA,,0.14Ω,1600MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS39NF00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",39nH,±1%,1000mA,,0.15Ω,1500MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS39NG00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",39nH,±2%,1000mA,,0.15Ω,1500MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS39NJ00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",39nH,±5%,1000mA,,0.15Ω,1500MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS3R3J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",3300nH,±5%,290mA,,3.4Ω,90MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS3R9J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",3900nH,±5%,260mA,,3.6Ω,70MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS47NF00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",47nH,±1%,1000mA,,0.16Ω,1500MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS47NG00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",47nH,±2%,1000mA,,0.16Ω,1500MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS47NJ00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",47nH,±5%,1000mA,,0.16Ω,1500MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS4R7J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",4700nH,±5%,260mA,,4.0Ω,60MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS56NF00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",56nH,±1%,1000mA,,0.18Ω,1300MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS56NG00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",56nH,±2%,1000mA,,0.18Ω,1300MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS56NJ00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",56nH,±5%,1000mA,,0.18Ω,1300MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS68NF00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",68nH,±1%,1000mA,,0.2Ω,1300MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS68NG00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",68nH,±2%,1000mA,,0.2Ω,1300MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS68NJ00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",68nH,±5%,1000mA,,0.2Ω,1300MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS82NF00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",82nH,±1%,1000mA,,0.22Ω,1000MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS82NG00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",82nH,±2%,1000mA,,0.22Ω,1000MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UAS82NJ00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",82nH,±5%,1000mA,,0.22Ω,1000MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR10F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",100nH,±1%,650mA,,0.56Ω,1000MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR10G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",100nH,±2%,650mA,,0.56Ω,1000MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR10J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",100nH,±5%,650mA,,0.56Ω,1000MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR12F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",120nH,±1%,650mA,,0.63Ω,950MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR12G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",120nH,±2%,650mA,,0.63Ω,950MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR12J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",120nH,±5%,650mA,,0.63Ω,950MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR15F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",150nH,±1%,580mA,,0.7Ω,850MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR15G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",150nH,±2%,580mA,,0.7Ω,850MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR15J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",150nH,±5%,580mA,,0.7Ω,850MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR18F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",180nH,±1%,620mA,,0.77Ω,750MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR18G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",180nH,±2%,620mA,,0.77Ω,750MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR18J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",180nH,±5%,620mA,,0.77Ω,750MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR22F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",220nH,±1%,500mA,,0.84Ω,700MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR22G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",220nH,±2%,500mA,,0.84Ω,700MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR22J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",220nH,±5%,500mA,,0.84Ω,700MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR27F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",270nH,±1%,500mA,,0.91Ω,600MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR27G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",270nH,±2%,500mA,,0.91Ω,600MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR27J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",270nH,±5%,500mA,,0.91Ω,600MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR33F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",330nH,±1%,450mA,,1.05Ω,570MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR33G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",330nH,±2%,450mA,,1.05Ω,570MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR33J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",330nH,±5%,450mA,,1.05Ω,570MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR39F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",390nH,±1%,470mA,,1.12Ω,500MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR39G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",390nH,±2%,470mA,,1.12Ω,500MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR39J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",390nH,±5%,470mA,,1.12Ω,500MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR47F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",470nH,±1%,470mA,,1.19Ω,450MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR47G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",470nH,±2%,470mA,,1.19Ω,450MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR47J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",470nH,±5%,470mA,,1.19Ω,450MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR56F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",560nH,±1%,400mA,,1.33Ω,415MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR56G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",560nH,±2%,400mA,,1.33Ω,415MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR56J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",560nH,±5%,400mA,,1.33Ω,415MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR62F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",620nH,±1%,300mA,,1.4Ω,375MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR62G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",620nH,±2%,300mA,,1.4Ω,375MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR62J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",620nH,±5%,300mA,,1.4Ω,375MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR68F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",680nH,±1%,400mA,,1.47Ω,375MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR68G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",680nH,±2%,400mA,,1.47Ω,375MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR68J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",680nH,±5%,400mA,,1.47Ω,375MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR75F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",750nH,±1%,360mA,,1.54Ω,360MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR75G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",750nH,±2%,360mA,,1.54Ω,360MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR75J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",750nH,±5%,360mA,,1.54Ω,360MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR82F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",820nH,±1%,400mA,,1.61Ω,350MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR82G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",820nH,±2%,400mA,,1.61Ω,350MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR82J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",820nH,±5%,400mA,,1.61Ω,350MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR91F00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",910nH,±1%,380mA,,1.68Ω,320MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR91G00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",910nH,±2%,380mA,,1.68Ω,320MHz,LQW2UAS_00
"In Production","General	125℃	WoundNonmag",LQW2UASR91J00#,"2.62 ±0.3mm","2.45 ±0.2mm","1.83 ±0.2mm","1008 (2520)",910nH,±5%,380mA,,1.68Ω,320MHz,LQW2UAS_00
