Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1E5R0CA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",25Vdc,5.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1E680JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",25Vdc,68pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1E6R0DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",25Vdc,6.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1E7R0DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",25Vdc,7.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1E820JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",25Vdc,82pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1E8R0DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",25Vdc,8.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1E9R0DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",25Vdc,9.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H100JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,10pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H101JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,100pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H120JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,12pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H150JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,15pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H180JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,18pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H1R0CA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,1.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H220JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,22pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H270JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,27pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H2R0CA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,2.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H330JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,33pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H390JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,39pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H3R0CA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,3.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H470JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,47pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H4R0CA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,4.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H560JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,56pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H5R0CA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H680JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,68pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H6R0DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H7R0DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,7.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H820JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,82pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H8R0DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,8.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H9R0DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,9.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H100JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,10pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H101JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,100pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H102JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1000pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H120JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,12pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H121JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,120pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H150JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,15pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H151JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,150pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H180JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,18pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H181JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,180pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H1R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H220JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,22pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H221JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,220pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H270JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,27pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H271JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,270pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H2R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,2.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H330JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,33pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H331JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,330pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H390JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,39pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H391JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,390pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H3R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H470JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,47pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H471JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,470pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H4R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H560JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,56pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H561JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,560pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H5R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H680JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,68pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H681JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,680pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H6R0DA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,6.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H7R0DA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,7.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H820JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,82pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H821JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,820pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H8R0DA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,8.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H9R0DA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,9.0pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H101JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,100pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H102JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,1000pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H120JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,12pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H121JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,120pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H150JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,15pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H151JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,150pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H180JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,18pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H181JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,180pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H1R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,1.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H220JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,22pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H221JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,220pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H270JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,27pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H271JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,270pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H2R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,2.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H330JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,33pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H331JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,330pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H390JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,39pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H391JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,390pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H3R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,3.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H470JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,47pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H471JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,470pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H4R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,4.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H560JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,56pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H561JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,560pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H5R0CA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,5.0pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H680JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,68pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H681JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,680pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H820JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,82pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 150°C	AEC-Q200	Reflow soldering",SMD,GCM1555G1H821JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","X8G (Murata)",50Vdc,820pF,±5%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering	Flow soldering",SMD,GCM1885C1H103JA16#,"1.6 ±0.1mm","0.8 ±0.1mm","0.8 ±0.1mm","C0G (EIA)",50Vdc,10000pF,±5%,
